a-young-influencer-recording-a-moisturizing-skincare-video-at-home-50423	Mixkit	https://assets.mixkit.co/videos/50423/50423-720.mp4	https://assets.mixkit.co/videos/50423/50423-thumb-720-0.jpg
a-smartphone-is-recording-a-brunette-woman-applying-skincare-products-50406	Mixkit	https://assets.mixkit.co/videos/50406/50406-720.mp4	https://assets.mixkit.co/videos/50406/50406-thumb-720-0.jpg
a-woman-shows-how-to-use-a-moisturizing-skincare-product-50417	Mixkit	https://assets.mixkit.co/videos/50417/50417-720.mp4	https://assets.mixkit.co/videos/50417/50417-thumb-720-0.jpg
a-young-woman-applies-skincare-moisturizing-cream-on-her-face-50426	Mixkit	https://assets.mixkit.co/videos/50426/50426-720.mp4	https://assets.mixkit.co/videos/50426/50426-thumb-720-0.jpg
a-young-woman-using-an-anti-wrinkle-skincare-paper-sheet-50412	Mixkit	https://assets.mixkit.co/videos/50412/50412-720.mp4	https://assets.mixkit.co/videos/50412/50412-thumb-720-0.jpg
a-young-smiling-woman-wearing-a-towel-robe-applying-skincare-51168	Mixkit	https://assets.mixkit.co/videos/51168/51168-720.mp4	https://assets.mixkit.co/videos/51168/51168-thumb-720-0.jpg
a-young-woman-with-a-towel-robe-applying-skincare-product-51187	Mixkit	https://assets.mixkit.co/videos/51187/51187-720.mp4	https://assets.mixkit.co/videos/51187/51187-thumb-720-0.jpg
a-young-woman-gently-rubs-cream-on-her-face-in-51177	Mixkit	https://assets.mixkit.co/videos/51177/51177-720.mp4	https://assets.mixkit.co/videos/51177/51177-thumb-720-0.jpg
a-young-woman-takes-care-of-her-skin-by-gently-51172	Mixkit	https://assets.mixkit.co/videos/51172/51172-720.mp4	https://assets.mixkit.co/videos/51172/51172-thumb-720-0.jpg
a-young-woman-playfully-poses-to-the-mobile-camera-playing-51253	Mixkit	https://assets.mixkit.co/videos/51253/51253-720.mp4	https://assets.mixkit.co/videos/51253/51253-thumb-720-0.jpg
cheerful-girl-recording-herself-with-a-colorful-background-42308	Mixkit	https://assets.mixkit.co/videos/42308/42308-720.mp4	https://assets.mixkit.co/videos/42308/42308-thumb-720-0.jpg
a-young-smiling-woman-filming-a-video-by-the-lake-49647	Mixkit	https://assets.mixkit.co/videos/49647/49647-720.mp4	https://assets.mixkit.co/videos/49647/49647-thumb-720-0.jpg
girl-recording-a-video-on-a-background-of-cereal-boxes-42316	Mixkit	https://assets.mixkit.co/videos/42316/42316-720.mp4	https://assets.mixkit.co/videos/42316/42316-thumb-720-0.jpg
blogging-girl-down-the-street-with-his-cell-34487	Mixkit	https://assets.mixkit.co/videos/34487/34487-720.mp4	https://assets.mixkit.co/videos/34487/34487-thumb-720-0.jpg
boy-and-girl-blogging-on-top-with-city-background-34479	Mixkit	https://assets.mixkit.co/videos/34479/34479-720.mp4	https://assets.mixkit.co/videos/34479/34479-thumb-720-0.jpg
close-up-of-a-woman-using-a-smartphone-47002	Mixkit	https://assets.mixkit.co/videos/47002/47002-720.mp4	https://assets.mixkit.co/videos/47002/47002-thumb-720-2.jpg
hands-of-a-young-woman-typing-on-her-smartphone-39774	Mixkit	https://assets.mixkit.co/videos/39774/39774-720.mp4	https://assets.mixkit.co/videos/39774/39774-thumb-720-0.jpg
man-browsing-social-media-on-smartphone-top-view-8766	Mixkit	https://assets.mixkit.co/videos/8766/8766-720.mp4	https://assets.mixkit.co/videos/8766/8766-thumb-720-1.jpg
a-couple-of-young-teenager-girls-taking-a-selfie-with-51250	Mixkit	https://assets.mixkit.co/videos/51250/51250-720.mp4	https://assets.mixkit.co/videos/51250/51250-thumb-720-0.jpg
a-pair-of-young-urban-trendy-girls-wearing-stylish-sunglasses-42293	Mixkit	https://assets.mixkit.co/videos/42293/42293-720.mp4	https://assets.mixkit.co/videos/42293/42293-thumb-720-0.jpg
a-young-couple-dressed-in-elegant-attires-take-a-selfie-51661	Mixkit	https://assets.mixkit.co/videos/51661/51661-720.mp4	https://assets.mixkit.co/videos/51661/51661-thumb-720-0.jpg
couple-in-a-living-room-taking-a-selfie-4905	Mixkit	https://assets.mixkit.co/videos/4905/4905-720.mp4	https://assets.mixkit.co/videos/4905/4905-thumb-720-0.jpg
